state,City,S&E,S&E-related,STEM Middle-skill
PA,PHILADELPHIA,138,42,22
PA,PITCAIRN,1,0,0
PA,PITTSBURGH,180,450,51
PA,PLAINS,0,0,1
PA,PLEASANT HILLS,0,1,0
PA,POTTSTOWN,3,1,3
PA,POTTSVILLE,0,0,6
PA,PRIMOS SECANE,0,0,1
PA,Palmerton,0,3,0
PA,Palmyra,0,7,3
PA,Panama,15,0,0
PA,Paoli,0,2,0
PA,Parker,0,1,1
PA,Paxinos,1,3,3
PA,Peach Bottom,0,1,0
PA,Penn Hills,1,3,1
PA,Pennsburg,0,2,9
PA,Pennsdale,0,0,1
PA,Perryopolis,0,0,1
PA,Peters Township,0,3,0
PA,Philadelaphia,1,0,0
PA,Philadelphi,1,0,0
PA,Philadelphia,794,796,315
PA,Philadelphia (Navy Yard),0,1,0
PA,Philipsburg,0,1,1
PA,Phoenixville,0,21,2
PA,Pine Grove,0,3,1
PA,Pine Grove Mills,0,1,0
PA,Pipersville,0,3,1
PA,Pitcairn,0,0,2
PA,Pitman,0,0,1
PA,Pittsburgh,1056,2370,188
PA,Pittsburgh (Robinson) Pittsburgh,5,0,0
PA,Pittsburgh Area,0,2,0
PA,Pittston,8,8,10
PA,Plains,0,1,3
PA,Pleasant Gap,0,0,2
PA,Pleasant Hills,0,3,1
PA,Pleasantville,0,0,1
PA,Plum,0,2,0
PA,Plymouth,14,2,0
PA,Plymouth Meeting,22,19,3
PA,Port Matilda,0,1,0
PA,Port Trevorton,0,0,1
PA,Portland,0,0,1
PA,Pottstown,0,49,13
PA,Pottsville,0,13,8
PA,Punxsutawney,0,1,0
PA,QUAKERTOWN,0,2,0
PA,Quakertown,1,7,6
PA,RADNOR,2,0,0
PA,READING,9,19,9
PA,REEDSVILLE,1,0,0
PA,RIDGWAY,0,0,1
PA,ROYERSFORD,6,0,3
PA,Radnor,18,7,1
PA,Rankin,0,1,0
PA,Reading,59,31,20
PA,Rector,0,0,1
PA,Red Hill,1,0,0
PA,Red Lion,0,1,1
PA,Renovo,1,0,0
PA,Reynoldsville,0,0,1
PA,Richboro,1,1,0
PA,Ridgway,0,0,3
PA,Ridley Park,25,0,0
PA,Roaring,0,1,0
PA,Roaring Spring,1,2,0
PA,Robesonia,0,1,3
PA,Robinson,0,0,3
PA,Robinson Township,0,1,2
PA,Robinson/Moon Township,0,0,1
PA,Rochester,0,2,1
PA,Rosemont,0,3,0
PA,Royersford,1,1,0
PA,Royersford Philadelphia,1,0,0
PA,Russell,0,0,1
PA,Rydal,0,1,0
PA,SAINT MARYS,0,1,0
PA,SAYRE,0,0,1
PA,SCHNECKSVILLE,1,1,0
PA,SCOTTDALE,1,0,1
PA,SCRANTON,6,8,9
PA,SELINSGROVE,0,0,1
PA,SELLERSVILLE,0,0,1
PA,SEVEN FIELDS,0,30,0
PA,SEWICKLEY,0,3,1
PA,SHAMOKIN,0,1,1
PA,SHARON HILL,0,1,1
PA,SHIPPENSBURG,0,1,1
PA,SHOEMAKERSVILLE,0,2,0
PA,SINKING SPRING,3,0,0
PA,SKIPPACK,0,0,1
PA,SLIPPERY ROCK,1,0,0
PA,SMITHFIELD,0,0,1
PA,SOMERSET,0,1,0
PA,SOUDERTON,1,0,1
PA,SOUTH MOUNTAIN,0,0,1
PA,SPRING HOUSE,0,1,0
PA,SPRINGFIELD,0,0,1
PA,STATE,0,5,0
PA,STATE COLLEGE,3,3,1
PA,STATEWIDE PENNSYLVANIA,1,0,0
PA,STROUDSBURG,0,0,4
PA,SUNBURY,0,0,4
PA,SWIFTWATER,0,0,2
PA,Saegertown,1,1,1
PA,Saint Marys,0,1,3
PA,Sandy Lake,0,0,1
PA,Saxonburg,0,0,1
PA,Sayre,0,2,21
PA,Schaefferstown,0,0,1
PA,Schuylkill Haven,0,0,1
PA,Scotland,0,1,0
PA,Scotrun,0,0,1
PA,Scott Township,1,1,3
PA,Scottdale,0,1,0
PA,Scranton,9,55,8
PA,Scranton/Wilkes,0,0,2
PA,Selinsgrove,0,4,6
PA,Sellersville,0,3,1
PA,Sellinsgrove,0,2,0
PA,Seneca,0,26,2
PA,Seven Fields,3,31,0
PA,Seven Valleys,0,1,0
PA,Sewickley,0,6,4
PA,Shady Grove,6,3,0
PA,Shadyside,0,2,0
PA,Shamokin,0,0,1
PA,Shamokin Dam,0,0,1
PA,Sharon,0,21,2
PA,Sharon Hill,0,2,0
PA,Sharpsburg,0,6,0
PA,Sharpsville,0,0,2
PA,Shawnee On Delaware,0,0,2
PA,Shelocta,0,0,1
PA,Shillington,0,11,1
PA,Shippensburg,5,1,6
PA,Shippenville,0,4,2
PA,Shippingport,0,0,2
PA,Shiremanstown,1,0,0
PA,Shoemakersville,0,1,0
PA,Silver Spring,0,1,0
PA,Simpson,1,0,0
PA,Sinking Spring,1,0,16
PA,Sinking Springs,0,1,0
PA,Skippack,0,1,1
PA,Skytop,0,0,4
PA,Slippery Rock,0,2,0
PA,Smethport,1,0,0
PA,Smithfield,1,1,1
PA,Somerset,1,2,4
PA,Souderton,0,1,0
PA,Southampton,3,3,2
PA,Southeast,0,1,0
PA,Spring Grove,0,2,0
PA,Spring House,20,14,4
PA,Spring Run,0,1,0
PA,Springdale,0,3,0
PA,Springfield,0,4,0
PA,St Clair (Pottsville),0,1,0
PA,St. Marys,0,7,6
PA,State College,29,12,15
PA,Stevens,0,4,0
PA,Stewartstwon,0,1,0
PA,Stoystown,0,0,2
PA,Strasburg,1,0,0
PA,Stroudsburg,0,11,5
PA,Sugar Run,0,0,1
PA,Summerville,0,0,1
PA,Sunbury,0,8,5
PA,Susquehanna,0,1,0
PA,Swarthmore,0,4,0
PA,Swiftwater,23,6,11
PA,Swissvale,0,1,0
PA,Swoyersville,0,1,1
PA,TEMPLE,0,1,0
PA,TEMPLETON,0,0,1
PA,THOMPSONTOWN,1,0,0
PA,TOBYHANNA,6,0,2
PA,TOWANDA,14,5,1
PA,TRANSFER,0,0,1
PA,TREMONT,0,0,1
PA,TROOPER,0,0,1
PA,Tamaqua,1,1,0
PA,Tannersville,0,2,1
PA,Tarentum,0,1,2
PA,Tatamy,0,1,0
PA,Telford,5,2,4
PA,Temple,0,0,1
PA,Thomasville,0,1,2
PA,Thompsontown,0,0,2
PA,Thorndale,0,3,2
PA,Throop,0,1,4
PA,Tidioute,0,0,1
PA,Tioga,0,2,0
PA,Titusville,0,3,1
PA,Tobyhanna,15,5,7
PA,Topton,0,7,0
PA,Torresdale South,0,1,0
PA,Towanda,2,2,2
PA,Townville,0,0,1
PA,Trafford,1,2,0
PA,Trainer,1,0,0
PA,Trevose,7,8,5
PA,Trexlertown,0,1,0
PA,Trooper,0,1,1
PA,Troy,0,1,0
PA,Tunkhannock,2,10,3
PA,Turtle Creek,0,2,0
PA,Turtlepoint,0,0,2
PA,Tyrone,0,1,1
PA,UNIONTOWN,4,2,1
PA,UPPER PROVIDENCE,0,6,0
PA,UWCHLAND,0,0,1
PA,Uniontown,1,18,5
PA,University Park,3,1,0
PA,Upper  Mt. Bethel,0,8,0
PA,Upper Black Eddy,0,4,0
PA,Upper Darby,0,3,12
PA,Upper Gwynedd,8,9,0
PA,Upper Marion,2,0,0
PA,Upper Mt. Bethel,0,13,0
PA,Upper Providence,1,0,0
PA,Upper Saint Clair,0,1,0
PA,VERONA,0,19,1
PA,VILLANOVA,4,0,0
PA,Valley Forge,2,1,1
PA,Vandergrift,0,0,2
PA,Various Cities,1,0,0
PA,Venetia,0,1,1
PA,Verona,0,18,3
PA,Vosburg,0,1,0
PA,W CHESTER,0,0,1
PA,W CNSHOHOCKEN,1,0,0
PA,W Chester,0,0,1
PA,W Homestead,0,0,1
PA,WALNUTPORT,0,1,0
PA,WARMINSTER,0,0,7
PA,WARREN,1,1,0
PA,WARRENDALE,9,0,0
PA,WARRINGTON,1,0,0
PA,WASHINGTON,0,1,3
PA,WATSONTOWN,0,4,0
PA,WAYNE,17,3,0
PA,WAYNESBORO,3,1,0
PA,WEATHERLY,0,1,0
PA,WEST CHESTER,5,2,3
PA,WEST HAZLETON,0,2,1
PA,WEST MIFFLIN,0,19,0
PA,WEST VIEW,0,1,0
PA,WEXFORD,0,1,2
PA,WILKES BARRE,4,7,4
PA,WILLIAMSPORT,1,3,3
PA,WILLOW GROVE,1,0,3
PA,WOODLAND,0,0,5
PA,WYNNEWOOD,0,2,1
PA,WYOMISSING,2,0,1
PA,Wallingford,2,3,0
PA,Warminster,1,3,1
PA,Warren,0,4,1
PA,Warrendale,11,16,1
PA,Warrington,4,3,0
PA,Warrnedale,1,0,0
PA,Washington,6,10,5
PA,Washingtonville,2,0,0
PA,Waterford,0,0,1
PA,Watsontown,1,1,0
PA,Wattsburg,0,0,1
PA,Waverly,0,0,1
PA,Waymart,0,0,4
PA,Wayne,89,44,1
PA,Wayne Remote,3,0,0
PA,Waynesboro,2,1,0
PA,Waynesburg,2,16,3
PA,Weikert,0,0,1
PA,Wellsboro,1,0,5
PA,West,0,1,0
PA,West Chester,55,72,14
PA,West Conshohocken,32,4,2
PA,West Grove,0,14,0
PA,West Hazleton,0,0,1
PA,West Middlesex,0,0,2
PA,West Mifflin,20,19,1
PA,West Point,27,2,9
PA,West Reading,3,1,0
PA,West Sunbury,0,0,1
PA,West View,0,2,0
PA,West York,0,1,0
PA,Wexford,5,9,1
PA,Whitaker,0,1,0
PA,Whitehall,1,1,5
PA,Wilburton,0,0,2
PA,Wilcox,2,0,0
PA,Wiles Barre,0,0,1
PA,Wilkes,0,1,0
PA,Wilkes Barre,9,64,23
PA,Wilkes Barre Township,0,1,0
PA,Wilkes-Barre,0,1,0
PA,Wilkinsburg,0,0,1
PA,Williamsport,4,20,16
PA,Willow,0,1,0
PA,Willow Grove,2,21,1
PA,Winfield,0,0,1
PA,Womelsdorf,0,0,1
PA,Woodlyn,0,1,0
PA,Wyalusing,0,1,9
PA,Wyncote,0,11,0
PA,Wyndmoor,1,1,0
PA,Wynnewood,0,0,1
PA,Wyoming,0,1,5
PA,Wyomissing,4,9,0
PA,YARDLEY,0,1,0
PA,YORK,8,11,15
PA,YOUNGWOOD,4,0,0
PA,Yardley,1,4,1
PA,Yeadon,0,1,0
PA,York,127,94,70
PA,York (Towne),0,1,0
PA,York Haven,0,1,5
PA,York Springs,0,1,0
PA,ZELIENOPLE,0,0,1
PA,Zelienople,1,2,3
PA,berwyn,1,0,0
PA,bethlehem,0,0,1
PA,elizabethville,0,0,1
PA,philadelphia,1,1,0
PA,pittsburgh,4,0,0
PA,qUAKERTOWN,0,0,2
PA,surrounding are,0,0,1
RI,Ashaway,36,6,2
RI,Block Island,2,0,0
RI,CHARLESTOWN,0,1,0
RI,COVENTRY,0,0,1
RI,CRANSTON,0,0,1
RI,CUMBERLAND,4,3,1
RI,Central Falls,0,1,0
RI,Coventry,0,9,1
RI,Cranston,17,6,4
RI,Cumberland,8,5,7
RI,E PROVIDENCE,0,0,3
RI,E Providence,0,0,3
RI,EAST GREENWICH,0,1,0
RI,EAST PROVIDENCE,0,0,1
RI,East Greenwich,2,0,0
RI,East Providence,0,4,0
RI,Fair Haven,0,1,0
RI,Greenville,0,1,1
RI,Harrisville,0,0,1
RI,JOHNSTON,0,0,1
RI,Johnston,4,2,1
RI,Lincoln,9,2,3
RI,MIDDLETOWN,0,0,1
RI,Manville,0,1,0
RI,Middletown,42,12,3
RI,N Smithfield,0,0,1
RI,N. Kingstown,1,0,0
RI,NEWPORT,3,0,0
RI,NORTH KINGSTOWN,2,0,1
RI,NORTH SMITHFIELD,0,0,4
RI,Naval Base Newport,0,0,2
RI,NewPort,1,0,0
RI,Newport,26,8,1
RI,North Kingstown,7,4,37
RI,North Providence,0,2,0
RI,North Smithfield,1,0,4
RI,PAWTUCKET,0,2,0
RI,PROVIDENCE,11,18,5
RI,Pascoag,0,2,0
RI,Pawtucket,2,6,2
RI,Portsmouth,4,0,0
RI,Providence,82,32,10
RI,Providence Metro,0,1,0
RI,Remote,2,0,0
RI,Riverside,11,1,0
RI,Rumford,0,2,0
RI,SMITHFIELD,4,0,4
RI,STATE,0,1,0
RI,Smithfield,17,9,7
RI,South Kingstown,0,2,0
RI,Tiverton,0,1,0
RI,WARWICK,10,7,5
RI,WEST WARWICK,0,1,1
RI,WESTERLY,0,0,1
RI,WOONSOCKET,4,0,0
RI,Wakefield,0,0,2
RI,Warren,0,3,2
RI,Warwick,16,9,18
RI,West Glocester,0,1,0
RI,West Greenwich,2,3,4
RI,West Kingston,1,0,0
RI,West Warwick,6,0,2
RI,Westerly,3,0,0
RI,Woonsocket,6,7,3
RI,Wyoming,0,0,1
RI,lincoln,0,1,0
SC,AIKEN,2,1,0
SC,ANDERSON,0,0,2
SC,Aiken,15,13,7
SC,Aiken County,4,1,2
SC,Anderson,3,17,4
SC,Anderson County,0,1,0
SC,BEAUFORT,0,0,1
SC,BENNETTSVILLE,1,0,0
SC,BLUFFTON,0,0,2
SC,BLYTHEWOOD,1,0,0
SC,Bamberg County,0,1,2
SC,Barnwell County,0,0,3
SC,Beaufort,5,7,6
SC,Beech Island,0,1,0
SC,Belton,4,0,3
SC,Bennettsville,0,0,1
SC,Blacksburg,0,0,1
SC,Bluffton,3,4,0
SC,Blythewood,1,0,0
SC,Bonneau,0,1,1
SC,CAMDEN,0,0,1
SC,CHAPIN,0,0,1
SC,CHARLESTON,8,18,13
SC,CLINTON,0,4,1
SC,COLUMBIA,10,21,10
SC,CONWAY,0,0,2
SC,Calhoun County,0,0,3
SC,Camden,0,0,2
SC,Cayce,0,0,1
SC,Chapin,1,0,0
SC,Charleston,295,101,38
SC,Charleston AFB,2,1,0
SC,Charleston Afb,1,0,0
SC,Charleston County,7,3,5
SC,Charlotte,0,1,0
SC,Cheraw,0,1,1
SC,Cherokee County,1,0,2
SC,Chester,0,5,0
SC,Chester County,1,0,4
SC,Chesterfield County,0,1,0
SC,Clarendon County,0,0,1
SC,Clemson,4,2,0
SC,Clinton,0,4,4
SC,Clover,1,1,1
SC,Colleton County,0,2,2
SC,Columbia,80,70,39
SC,Columbia (Two Notch Road),0,1,0
SC,Conway,0,1,4
SC,DUNCAN,0,0,4
SC,Darlington County,1,0,1
SC,Dillon,0,1,2
SC,Dorchester County,1,4,0
SC,Due West,0,0,1
SC,Duncan,4,2,0
SC,EASLEY,0,0,1
SC,EASTOVER,0,0,2
SC,ELGIN,2,0,0
SC,Easley,0,2,1
SC,Eastover,3,6,11
SC,Edisto Beach,0,0,2
SC,Eutawville,0,1,0
SC,FLORENCE,0,11,0
SC,FORT MILL,1,1,2
SC,FT MILL,1,0,0
SC,Fairfield County,0,0,2
SC,Field Based,1,0,0
SC,Field Rep 002,1,0,0
SC,Florence,18,41,14
SC,Florence County,0,3,0
SC,Fort Jackson,3,11,0
SC,Fort Mill,22,4,10
SC,Fountain Inn,0,1,1
SC,Ft Mill,4,0,0
SC,Ft. Mill,3,0,0
SC,GAFFNEY,1,1,4
SC,GEORGETOWN,0,0,1
SC,GOOSE CREEK,0,0,1
SC,GRANITEVILLE,1,1,1
SC,GREENVILLE,9,3,6
SC,GREENWOOD,2,0,2
SC,GREER,2,2,1
SC,Gaffney,6,8,2
SC,Garden City,0,1,0
SC,Gaston,0,0,1
SC,Georgetown,1,4,3
SC,Georgetown County,0,3,0
SC,Goose Creek,0,4,1
SC,Gray Court,1,0,0
SC,Great Falls,0,0,1
SC,Greenville,185,23,69
SC,Greenville County,2,4,4
SC,Greenwood,3,7,14
SC,Greer,6,3,4
SC,Hampton County,0,1,2
SC,Hanahan,5,2,0
SC,Hartsville,7,0,3
SC,Hemingway,0,0,3
SC,Hilton Head,0,1,1
SC,Hilton Head Island,4,1,6
SC,Hodges,1,0,1
SC,Holly Hill,1,0,0
SC,Horry County,0,2,2
SC,Huger,0,0,2
SC,Inman,0,9,0
SC,Irmo,0,0,5
SC,Isle of Palms,0,0,1
SC,JENKINSVILLE,42,0,6
SC,JONESVILLE,0,0,1
SC,Jackson,0,0,1
SC,Jenkinsville,2,0,0
SC,Kershaw County,0,2,0
SC,LANCASTER,0,2,1
SC,LANDRUM,0,0,2
SC,LATTA,0,0,1
SC,LAURENS,1,1,7
SC,LEXINGTON,0,0,1
SC,Lancaster,0,18,0
SC,Latta,0,0,1
SC,Laurens County,1,2,0
SC,Lexington,0,3,0
SC,Lexington County,5,4,5
SC,Liberty,1,1,0
SC,Loris,0,1,0
SC,MANNING,0,0,1
SC,MONCKS CORNER,0,0,1
SC,MOUNT PLEASANT,0,1,0
SC,MT PLEASANT,0,0,1
SC,MYRTLE BEACH,0,4,1
SC,Marion,0,1,0
SC,Marion County,0,1,1
SC,Mauldin,0,1,0
SC,McBee,2,0,0
SC,McColl,0,2,0
SC,McCormick County,1,0,2
SC,Moncks Corner,1,0,3
SC,Mount Pleasant,1,3,2
SC,Mt Pleasant,0,0,2
SC,Mt. Pleasant,2,3,0
SC,Murrells Inlet,0,12,0
SC,Myrtle Beach,6,10,6
SC,N Augusta,0,0,1
SC,N Charleston,5,0,2
SC,N. Charleston,0,0,2
SC,NORTH CHARLESTON,7,5,3
SC,Newberry,0,0,4
SC,Newberry County,2,0,2
SC,North Augusta,0,3,5
SC,North Charleston,97,30,19
SC,North Myrtle Beach,0,1,5
SC,ORANGEBURG,0,4,2
SC,Ocean Dr Beach,1,0,0
SC,Oconee County,0,0,3
SC,Okatie,0,5,0
SC,Olympia,3,0,0
SC,Orangeburg,3,5,40
SC,Orangeburg County,1,0,7
SC,PAGELAND,1,2,0
SC,Pageland,0,1,0
SC,Parris Island,0,4,2
SC,Pawley's Island,0,1,0
SC,Pawleys Island,1,0,0
SC,Pickens County,0,0,1
SC,Piedmont,1,1,11
SC,ROCK HILL,1,1,4
SC,Richland County,33,10,16
SC,Ridgeland,0,0,3
SC,Rock Hill,1,9,12
SC,Roebuck,1,0,0
SC,SENECA,0,6,0
SC,SHAW AIR FORCE BASE,1,0,0
SC,SIMPSONVILLE,4,0,1
SC,SOUTHERN FELT COMPANY INC N AUGUSTA,1,0,0
SC,SPARTANBURG,3,3,8
SC,STATE,0,2,0
SC,SUMMERVILLE,1,0,0
SC,SUMTER,2,1,1
SC,Saluda,0,1,0
SC,Seneca,2,7,1
SC,Shaw AFB,8,1,0
SC,Simpsonville,0,2,2
SC,Spartanburg,24,27,22
SC,Spartanburg County,2,2,4
SC,Summerville,0,3,5
SC,Sumter,10,17,14
SC,Sumter County,0,0,2
SC,Surfside Beach,0,6,0
SC,TAYLORS,0,0,2
SC,TRAVELERS REST,0,2,0
SC,Taylors,0,1,1
SC,Tega Cay,0,1,0
SC,Tigerville,0,0,1
SC,Timmonsville,0,1,0
SC,Union,2,4,4
SC,Varnville,0,0,2
SC,WALTERBORO,0,4,0
SC,WEST COLUMBIA,0,0,1
SC,WILLIAMSTON,1,0,0
SC,Walterboro,0,7,0
SC,West Columbia,1,9,5
SC,West Union,0,1,0
SC,Williamsburg County,0,1,0
SC,Woodfield,1,0,0
SC,YORK,0,1,1
SC,York,3,0,1
SC,York County,0,1,5
SC,charleston,13,0,0
SC,columbia,8,0,0
SC,greenville,1,0,0
SD,ABERDEEN,2,35,26
SD,AGENCY VILLAGE,1,1,0
SD,ARLINGTON,1,0,1
SD,AURORA,0,0,2
SD,Aberdeen,3,25,7
SD,Alcester,0,1,0
SD,Arlington,0,1,0
SD,Armour,0,1,0
SD,Ashton,0,0,1
SD,BELLE FOURCHE,0,2,4
SD,BLACK HAWK,0,0,1
SD,BOWDLE,0,0,1
SD,BOX ELDER,0,0,1
SD,BRANDON,0,1,0
SD,BRIDGEWATER,0,1,0
SD,BROOKINGS,18,14,19
SD,BRYANT,0,1,0
SD,Belle Fourche,0,1,0
SD,Belle fourche,0,0,1
SD,Big Stone City,1,1,1
SD,Brandon,0,0,4
SD,Britton,0,0,1
SD,Brookings,5,1,3
SD,CANTON,1,0,0
SD,CLEAR LAKE,0,1,0
SD,COLMAN,1,1,1
SD,CORSICA,0,0,1
SD,CUSTER,0,2,1
SD,Canistota,1,2,0
SD,Canton,0,1,0
SD,Centerville,0,2,0
SD,Chamberlain,0,2,0
SD,Clark,0,1,0
SD,Clear Lake,0,3,0
SD,Clear lake,0,1,0
SD,Corsica,0,0,1
SD,Craven,0,0,1
SD,Custer,1,1,0
SD,DAKOTA DUNES,2,4,0
SD,DE SMET,2,0,0
SD,DEADWOOD,1,0,0
SD,DELL RAPIDS,0,0,3
SD,Dakota Dunes,1,0,0
SD,De Smet,0,0,1
SD,ELLSWORTH AFB,0,0,1
SD,ELLSWORTH AIR FORCE BASE,2,0,0
SD,EUREKA,0,0,1
SD,Eagle Butte,0,3,0
SD,Elk Point,0,2,0
SD,Elkton,0,0,2
SD,FLANDREAU,0,2,1
SD,FORT MEADE,1,4,0
SD,FREEMAN,0,0,2
SD,Faulkton,0,3,1
SD,Fort Meade,1,4,0
SD,GETTYSBURG,0,1,0
SD,GREGORY,0,2,0
SD,GROTON,0,0,2
SD,Groton,0,2,0
SD,HARRISBURG,0,0,1
SD,HARTFORD,0,0,4
SD,HILL CITY,0,0,1
SD,HOT SPRINGS,0,1,1
SD,HOVEN,0,0,1
SD,HOWARD,0,0,2
SD,HUDSON,0,0,1
SD,HURON,2,14,7
SD,Harrisburg,0,1,0
SD,Hartford,0,1,0
SD,Hill City,0,0,1
SD,Hot Springs,1,4,0
SD,Howard,0,0,2
SD,Huron,1,2,0
SD,IPSWICH,0,0,1
SD,IRENE,0,0,1
SD,Interior,1,0,0
SD,Ipswich,0,3,1
SD,KENNEBEC,1,0,0
SD,Kyle,0,1,0
SD,LAKE ANDES,0,0,1
SD,LAKE NORDEN,0,1,2
SD,LYONS,0,0,1
SD,Lake norden,0,2,1
SD,Lennox,0,2,0
SD,Lower Brule,0,1,0
SD,MADISON,1,2,8
SD,MARION,0,0,1
SD,MARTIN,1,0,1
SD,MARTY,0,0,1
SD,MENNO,0,1,0
SD,MILBANK,2,1,1
SD,MILLER,0,3,0
SD,MITCHELL,2,6,6
SD,Madison,0,4,1
SD,Martin,2,1,1
SD,Miller,0,1,0
SD,Mitchell,4,2,2
SD,NORTH SIOUX CITY,3,2,5
SD,Oral,0,0,1
SD,PIERRE,3,5,12
SD,PINE RIDGE RESERVATION,0,2,0
SD,Piedmont,1,0,0
SD,Pierre,19,7,1
SD,Pine Ridge,2,3,0
SD,RAPID CITY,11,20,27
SD,REDFIELD,0,2,3
SD,ROSCOE,1,0,0
SD,ROSEBUD,0,2,0
SD,ROSLYN,0,1,0
SD,Rapid City,16,40,10
SD,Rapid city,2,3,3
SD,Redfield,0,1,0
SD,Rosebud,0,2,0
SD,SALEM,0,1,1
SD,SCOTLAND,0,1,1
SD,SIOUX FALLS,66,105,57
SD,SISSETON,0,1,2
SD,SPEARFISH,3,5,9
SD,SPRINGFIELD,0,0,1
SD,STURGIS,0,0,2
SD,Salem,0,3,0
SD,Scotland,0,1,1
SD,Selby,0,3,0
SD,Sioux Falls,85,88,16
SD,Sioux falls,11,2,11
SD,Sisseton,0,6,1
SD,Spearfish,0,1,3
SD,Sturgis,0,1,0
SD,TEA,0,0,1
SD,TYNDALL,0,1,0
SD,Tripp,0,1,0
SD,Tyndall,0,1,0
SD,VEBLEN,1,0,0
SD,VERMILLION,9,5,1
SD,VIBORG,0,1,0
SD,VOLGA,0,0,2
SD,Vermillion,0,1,3
SD,Volga,0,1,0
SD,WAGNER,0,1,1
SD,WATERTOWN,6,7,8
SD,WEBSTER,0,0,3
SD,WHITE RIVER,0,2,0
SD,WINNER,0,7,5
SD,WOLSEY,0,0,1
SD,Watertown,1,8,1
SD,Webster,0,1,2
SD,Wolsey,0,0,1
SD,YANKTON,2,6,17
SD,Yankton,2,4,3
SD,yankton,0,0,1
TN,174 Jacksona,0,1,0
TN,701 South Sixth Street,0,0,1
TN,ALCOA,0,0,6
TN,ANTIOCH,0,0,1
TN,ASHLAND CITY SHEET PLANT,0,0,1
TN,ATHENS,1,0,2
TN,Adamsville,0,1,0
TN,Alamo,0,1,1
TN,Alcoa,0,4,1
TN,Andersonville,0,2,0
TN,Antioch,1,2,11
TN,Ardmore,0,5,0
TN,Arlington,0,1,1
TN,Arnold AFB,0,0,2
TN,Arnold Air Force Base,1,1,4
TN,Ashland City,2,1,0
TN,Athens,2,7,2
TN,Atoka,0,1,0
TN,BIRCHWOOD,0,0,1
TN,BLUFF CITY,0,0,1
TN,BRENTWOOD,6,0,2
TN,BRISTOL,0,0,1
TN,Bakewell,0,0,1
TN,Bartlett,3,2,2
TN,Bean Station,0,2,0
TN,Beersheba Springs,0,0,1
TN,Bellevue,0,0,1
TN,Bells,0,0,1
TN,Blountville,0,0,1
TN,Bolivar,0,0,1
TN,Brentwood,66,34,1
TN,Brighton,0,1,0
TN,Bristol,1,3,0
TN,Brownsville,0,1,2
TN,Bulls Gap,0,1,0
TN,Burns,0,1,0
TN,CHARLESTON,0,0,1
TN,CHATTANOOGA,16,46,20
TN,CHATTANOOGO,0,1,0
TN,CLARKSVILLE,10,4,11
TN,CLEVELAND,0,5,5
TN,CLIFTON,0,3,0
TN,CLINTON,0,0,5
TN,COLLIERVILLE,0,4,0
TN,COLUMBIA,1,0,2
TN,COOKEVILLE,1,3,2
TN,CORDOVA,0,0,1
TN,COVINGTON,0,6,6
TN,CROSSVILLE,0,1,2
TN,Calhoun,0,0,1
TN,Carthage,0,1,0
TN,Celina,0,5,0
TN,Charleston,1,0,0
TN,Chattanooga,129,87,73
TN,Chennai,17,0,0
TN,Church Hill,0,6,0
TN,Clarksville,6,36,3
TN,Cleveland,2,27,13
TN,Cleveland South,0,0,1
TN,Clifton,0,0,1
TN,Clinton,2,9,0
TN,Collegedale,0,1,0
TN,Collierville,8,3,2
TN,Columbia,3,7,4
TN,Cookeville,15,12,3
TN,Cordova,2,12,4
TN,Cosby,0,1,0
TN,Covington,1,1,0
TN,Cowan,0,0,1
TN,Crossville,0,1,0
TN,Cumberland Gap,0,1,0
TN,DAYTON,0,0,3
TN,DICKSON,0,0,1
TN,Decatur,0,0,2
TN,Decherd,0,0,1
TN,Delano,0,0,1
TN,Dickson,1,5,3
TN,Dresden,0,1,0
TN,Drummonds,0,1,0
TN,Dunlap,0,0,4
TN,Dyer,0,1,0
TN,Dyersburg,0,13,1
TN,ELIZABETHTON,0,0,1
TN,Eads,0,0,3
TN,Elizabethton,0,2,4
TN,Elizabethtown,0,1,0
TN,Erwin,0,1,0
TN,Estill Springs,0,0,1
TN,Etwah,0,0,2
TN,FAYETTEVILLE,0,0,2
TN,FRANKLIN,7,9,5
TN,Fairfield Glade,0,5,0
TN,Farragut,1,0,0
TN,Fayetteville,0,3,2
TN,Franklin,86,85,11
TN,GALLATIN,1,0,0
TN,GERMANTOWN,0,2,4
TN,GOODLETTSVILLE,0,0,2
TN,GRAND JUNCTION,0,0,1
TN,GREENEVILLE,0,2,2
TN,Gainesboro,0,0,1
TN,Gallatin,5,6,5
TN,Gatlinburg,1,0,0
TN,Germantown,5,4,3
TN,Gilt Edge,0,0,1
TN,Goodlettsville,0,2,9
TN,Gray,0,0,2
TN,Greenbrier,2,0,0
TN,Greeneville,0,3,4
TN,HARTSVILLE,0,0,3
TN,HENDERSON,0,0,4
TN,HENDERSONVILLE,1,0,1
TN,HERMITAGE,0,2,5
TN,HIXSON,0,6,0
TN,HUMBOLDT,0,0,1
TN,HUNTINGDON,0,10,0
TN,Hampton,0,0,1
TN,Harriman,0,3,0
TN,Hartsville,0,10,1
TN,Heiskell,0,0,1
TN,Henderson,0,1,1
TN,Hendersonville,1,10,6
TN,Hendresonville,0,1,0
TN,Hermitage,12,5,5
TN,Hixson,0,10,0
TN,Hornsby,0,2,0
TN,Humboldt,0,1,3
TN,JACKSON,1,8,8
TN,JOHNSON CITY,0,1,2
TN,Jacksboro,3,0,2
